Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KJ189337	Dengue (denv1)	DENV_1/MX/BID_V7606/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868503	Dengue (denv1)	DENV_1/MX/BID_V3686/2007	?			Genbank
GU131968	Dengue (denv1)	DENV_1/MX/BID_V3690/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189327	Dengue (denv1)	DENV_1/MX/BID_V7593/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868539	Dengue (denv1)	DENV_1/MX/BID_V3760/2008	?			Genbank
GU131976	Dengue (denv1)	DENV_1/MX/BID_V3722/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131958	Dengue (denv1)	DENV_1/MX/BID_V3658/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955442	Dengue (denv1)	DENV_1/MX/BID_V3676/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955428	Dengue (denv1)	DENV_1/MX/BID_V3708/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189339	Dengue (denv1)	DENV_1/MX/BID_V7608/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955432	Dengue (denv1)	DENV_1/MX/BID_V3750/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868527	Dengue (denv1)	DENV_1/MX/BID_V3739/2007	?			Genbank
GU131957	Dengue (denv1)	DENV_1/MX/BID_V3657/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868535	Dengue (denv1)	DENV_1/MX/BID_V3754/2008	?			Genbank
KJ189338	Dengue (denv1)	DENV_1/MX/BID_V7607/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955422	Dengue (denv1)	DENV_1/MX/BID_V3681/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189318	Dengue (denv1)	DENV_1/MX/BID_V7576/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189332	Dengue (denv1)	DENV_1/MX/BID_V7599/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189333	Dengue (denv1)	DENV_1/MX/BID_V7600/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189343	Dengue (denv1)	DENV_1/MX/BID_V7612/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955433	Dengue (denv1)	DENV_1/MX/BID_V3751/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189331	Dengue (denv1)	DENV_1/MX/BID_V7598/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189345	Dengue (denv1)	DENV_1/MX/BID_V7614/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955403	Dengue (denv1)	DENV_1/NI/BID_V622/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482616	Dengue (denv1)	DENV_1/NI/BID_V1070/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024484	Dengue (denv1)	DENV_1/NI/BID_V635/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024423	Dengue (denv1)	DENV_1/NI/BID_V628/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ873814	Dengue (denv1)	DENV_1/NI/BID_V667/2005	Henn et al	Direct Submission	Submitted (30-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410290	Dengue (denv1)	DENV_1/NI/BID_V621/2005	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868499	Dengue (denv1)	DENV_1/MX/BID_V3664/2006	?			Genbank
KJ189342	Dengue (denv1)	DENV_1/MX/BID_V7611/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189341	Dengue (denv1)	DENV_1/MX/BID_V7610/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
JF937644	Dengue (denv1)	DENV_1/NI/BID_V5067/2009	Henn et al	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF937645	Dengue (denv1)	DENV_1/NI/BID_V5071/2009	Henn et al	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JQ287666	Dengue (denv1)	DENV_1/NI/BID_V5068/2009	Henn et al	Direct Submission	Submitted (15-DEC-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850114	Dengue (denv1)	DENV_1/NI/BID_V519/2005	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547089	Dengue (denv1)	DENV_1/NI/BID_V630/2005	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482619	Dengue (denv1)	DENV_1/NI/BID_V1073/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955409	Dengue (denv1)	DENV_1/NI/BID_V2643/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898437	Dengue (denv1)	DENV_1/NI/BID_V656/2004	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024478	Dengue (denv1)	DENV_1/NI/BID_V604/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482617	Dengue (denv1)	DENV_1/NI/BID_V1071/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596502	Dengue (denv1)	DENV_1/NI/BID_V614/2005	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ432721	Dengue (denv1)	DENV_1/NI/BID_V540/2005	Henn et al	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024479	Dengue (denv1)	DENV_1/NI/BID_V642/2006	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482618	Dengue (denv1)	DENV_1/NI/BID_V1072/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547068	Dengue (denv1)	DENV_1/NI/BID_V2342/2006	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ810419	Dengue (denv1)	DENV_1/NI/BID_V2341/2006	Henn et al	Direct Submission	Submitted (09-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024481	Dengue (denv1)	DENV_1/NI/BID_V610/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596504	Dengue (denv1)	DENV_1/NI/BID_V606/2005	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024480	Dengue (denv1)	DENV_1/NI/BID_V657/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182002	Dengue (denv1)	DENV_1/NI/BID_V646/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596503	Dengue (denv1)	DENV_1/NI/BID_V641/2005	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955404	Dengue (denv1)	DENV_1/NI/BID_V650/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850113	Dengue (denv1)	DENV_1/NI/BID_V536/2005	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819402	Dengue (denv1)	DENV_1/NI/BID_V534/2005	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482615	Dengue (denv1)	DENV_1/NI/BID_V1069/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ432720	Dengue (denv1)	DENV_1/NI/BID_V624/2005	Henn et al	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024485	Dengue (denv1)	DENV_1/NI/BID_V629/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955416	Dengue (denv1)	DENV_1/MX/BID_V3662/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955417	Dengue (denv1)	DENV_1/MX/BID_V3663/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131983	Dengue (denv1)	DENV_1/MX/BID_V3748/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189324	Dengue (denv1)	DENV_1/MX/BID_V7590/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955430	Dengue (denv1)	DENV_1/MX/BID_V3738/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955420	Dengue (denv1)	DENV_1/MX/BID_V3675/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189369	Dengue (denv1)	DENV_1/MX/BID_V8196/2011	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189307	Dengue (denv1)	DENV_1/MX/BID_V7302/2011	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189347	Dengue (denv1)	DENV_1/MX/BID_V7619/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868537	Dengue (denv1)	DENV_1/MX/BID_V3758/2008	?			Genbank
GQ868530	Dengue (denv1)	DENV_1/MX/BID_V3746/2008	?			Genbank
KJ189306	Dengue (denv1)	DENV_1/MX/BID_V7298/2011	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KY347007	Dengue (denv1)	DENV_1/MX/InDRE_27B/2013	?			Genbank
KJ189368	Dengue (denv1)	DENV_1/MX/BID_V8195/2012	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KY347009	Dengue (denv1)	DENV_1/MX/InDRE_33B/2014	?			Genbank
HQ166037	Dengue (denv1)	DENV_1/MX/BID_V3757/2008	Henn et al	Direct Submission	Submitted (22-JUL-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189312	Dengue (denv1)	DENV_1/MX/BID_V7563/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HQ166036	Dengue (denv1)	DENV_1/MX/BID_V3733/2007	Henn et al	Direct Submission	Submitted (22-JUL-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189329	Dengue (denv1)	DENV_1/MX/BID_V7595/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868533	Dengue (denv1)	DENV_1/MX/BID_V3752/2008	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189346	Dengue (denv1)	DENV_1/MX/BID_V7615/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868529	Dengue (denv1)	DENV_1/MX/BID_V3744/2008	?			Genbank
KF955415	Dengue (denv1)	DENV_1/MX/BID_V3655/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131956	Dengue (denv1)	DENV_1/MX/BID_V3656/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868505	Dengue (denv1)	DENV_1/MX/BID_V3689/2007	?			Genbank
GQ868520	Dengue (denv1)	DENV_1/MX/BID_V3726/2007	?			Genbank
GQ868532	Dengue (denv1)	DENV_1/MX/BID_V3749/2008	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131979	Dengue (denv1)	DENV_1/MX/BID_V3737/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868528	Dengue (denv1)	DENV_1/MX/BID_V3743/2007	?			Genbank
GQ868519	Dengue (denv1)	DENV_1/MX/BID_V3724/2007	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131984	Dengue (denv1)	DENV_1/MX/BID_V3761/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189316	Dengue (denv1)	DENV_1/MX/BID_V7569/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189314	Dengue (denv1)	DENV_1/MX/BID_V7567/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868538	Dengue (denv1)	DENV_1/MX/BID_V3759/2008	?			Genbank
GQ868511	Dengue (denv1)	DENV_1/MX/BID_V3700/2007	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189317	Dengue (denv1)	DENV_1/MX/BID_V7572/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868525	Dengue (denv1)	DENV_1/MX/BID_V3734/2007	?			Genbank
KJ189340	Dengue (denv1)	DENV_1/MX/BID_V7609/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189336	Dengue (denv1)	DENV_1/MX/BID_V7605/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131980	Dengue (denv1)	DENV_1/MX/BID_V3741/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868534	Dengue (denv1)	DENV_1/MX/BID_V3753/2008	?			Genbank
KJ189334	Dengue (denv1)	DENV_1/MX/BID_V7601/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189335	Dengue (denv1)	DENV_1/MX/BID_V7604/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955424	Dengue (denv1)	DENV_1/MX/BID_V3692/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131972	Dengue (denv1)	DENV_1/MX/BID_V3711/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189330	Dengue (denv1)	DENV_1/MX/BID_V7596/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868531	Dengue (denv1)	DENV_1/MX/BID_V3747/2008	?			Genbank
GU131982	Dengue (denv1)	DENV_1/MX/BID_V3745/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868506	Dengue (denv1)	DENV_1/MX/BID_V3694/2007	?			Genbank
GU131978	Dengue (denv1)	DENV_1/MX/BID_V3732/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189344	Dengue (denv1)	DENV_1/MX/BID_V7613/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868504	Dengue (denv1)	DENV_1/MX/BID_V3687/2007	?			Genbank
KJ189315	Dengue (denv1)	DENV_1/MX/BID_V7568/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189322	Dengue (denv1)	DENV_1/MX/BID_V7588/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868526	Dengue (denv1)	DENV_1/MX/BID_V3735/2007	?			Genbank
JQ922547	Dengue (denv1)	DENV_1/THAI/606147/1960	Jayashri et al	Evolutionary Dynamics of Dengue Virus in India	Unpublished	Genbank
AB204803	Dengue (denv1)	D1/hu/Yap/NIID27/2004	Nukui et al	Novel dengue virus type 1 from travelers to Yap State, Micronesia	Emerging Infect. Dis. 12 (2), 343-346 (2006)	Genbank
MH921566	Dengue (denv1)	PNG_2015c	Pyke et al	Direct Submission	Submitted (17-SEP-2018) Public Health Virology, Queensland Health Forensic and Scientific Services, 39 Kessels Road, Coopers Plains, QLD 4108, Australia	Genbank
MH921567	Dengue (denv1)	PNG_2016	Pyke et al	Direct Submission	Submitted (17-SEP-2018) Public Health Virology, Queensland Health Forensic and Scientific Services, 39 Kessels Road, Coopers Plains, QLD 4108, Australia	Genbank
FJ196846	Dengue (denv1)	GD95/95	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
